id	status	source	declaration	scope
IC275-category-roundtrip-functor-naturality	checked	incidence-theory/IncidenceTheory/CatRoundTripNaturality.lean	theorem categoryRoundTripFunctor_natural	For every original functor, the two paths through the canonical round-trip embeddings are equal as functors.
IC276-category-roundtrip-map-naturality	checked	incidence-theory/IncidenceTheory/CatRoundTripNaturality.lean	theorem categoryRoundTripFunctor_natural_map	The functor-level naturality equality acts on every hom as the expected mapped endpoint-tagged arrow, with the required dependent equality.
IC277-category-roundtrip-naturality-capstone	checked	incidence-theory/IncidenceTheory/CatRoundTripNaturality.lean	theorem catRoundTripNaturalityTheorem	A single certificate packages mapped functors and exact object, hom, and functor-square naturality for the Cat-side round trip.
IC278-relational-category-comparison-data	checked	incidence-theory/IncidenceTheory/RelationalCategoryComparison.lean	structure RelationalCategoryComparisonData	A typed comparison package records both directional functors, the recognized-side natural isomorphism, Cat-side objectwise equivalences, their canonical functors, and naturality squares.
IC279-relational-category-comparison-instance	checked	incidence-theory/IncidenceTheory/RelationalCategoryComparison.lean	noncomputable def relationalCategoryComparisonData	All fields of the comparison package are instantiated by the previously checked reconstruction, recognition, round-trip, and naturality constructions.
IC280-comparison-encode-component-exact	checked	incidence-theory/IncidenceTheory/RelationalCategoryComparison.lean	theorem relationalCategoryComparison_recognized_component	The recognized-side comparison component is exactly the carrier encoding map.
IC281-comparison-decode-component-exact	checked	incidence-theory/IncidenceTheory/RelationalCategoryComparison.lean	theorem relationalCategoryComparison_recognized_inverse_component	The inverse comparison component is exactly carrier decoding.
IC282-comparison-cat-full	checked	incidence-theory/IncidenceTheory/RelationalCategoryComparison.lean	theorem relationalCategoryComparison_category_full	Every Cat-side comparison component is full; faithful and essentially-surjective companion theorems are checked alongside it.
IC283-relational-category-comparison-capstone	checked	incidence-theory/IncidenceTheory/RelationalCategoryComparison.lean	theorem relationalCategoryComparisonTheorem	A single certificate packages the exact proved comparison level without conflating category equivalence with strict isomorphism in the 1-category Cat.
IC284-dependent-judgment-system	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	def dependentJudgmentSystem	Dependent type formation and typing judgments are encoded as one ternary resonance system over tagged raw types and terms.
IC285-dependent-formation-exact	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	theorem dependentJudgmentRelation_formation_iff	A diagonal type resonance exists exactly when the raw type is well formed in the fixed context.
IC286-dependent-typing-exact	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	theorem dependentJudgmentRelation_typing_iff	A term/type resonance exists exactly when the raw term has that raw type in the fixed context.
IC287-dependent-renaming-hom	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	noncomputable def dependentJudgmentRenamingHom	Every derivation-preserving context renaming induces a ternary-resonance homomorphism on dependent judgments.
IC288-dependent-renaming-functorial	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	theorem dependentJudgmentRenamingHom_comp	Judgment renaming preserves identity and composition exactly; the identity theorem is checked alongside composition.
IC289-dependent-incidence-exact	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	theorem dependentJudgmentIncidence_typing_iff	The free-unit Incidence representation preserves the dependent formation and typing relations exactly.
IC290-dependent-judgment-recoverable	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	theorem dependentJudgmentRepresentation_recoverable	Removing the freely adjoined unit from the Incidence representation recovers the original dependent judgment system up to resonance-system isomorphism.
IC291-dependent-judgment-representation-capstone	checked	incidence-theory/IncidenceTheory/DependentJudgmentRepresentation.lean	theorem dependentJudgmentRepresentationTheorem	One certificate packages exact formation, exact typing, and recoverability for every fixed raw dependent context.
IC292-general-resonance-law-axioms	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	inductive ResonanceLawAxiom	A carrier-independent propositional axiom schema expresses resonance symmetry, both unit laws, and exclusion of every type-incompatible mode.
IC293-general-resonance-law-models	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	structure ResonanceLawModel	A semantic model records exactly symmetry, left and right units, and type compatibility for an arbitrary valuation of resonance atoms.
IC294-law-axiom-model-characterization	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem resonanceLawAxioms_characterize_models	A valuation satisfies every general resonance-law axiom exactly when it is a resonance-law model.
IC295-physical-law-axiom-satisfaction	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem ResonanceSpec.physical_satisfies_all_law_axioms	Every ResonanceSpec makes its physical resonance valuation satisfy the entire possibly infinite law schema.
IC296-resonance-spec-logical-characterization	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem resonanceSpec_iff_physical_models_law_axioms	An Incidence admits a ResonanceSpec exactly when its physical valuation models every law axiom.
IC297-general-resonance-law-derivability	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	def ResonanceLawDerives	Derivability from the infinite schema is represented finitarily by an ordinary natural-deduction proof from a finite context of schema instances.
IC298-general-resonance-law-soundness	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem resonanceLawDerives_sound	Every finitary derivation from resonance-law instances is valid in every resonance-law model.
IC299-general-resonance-internal-language-capstone	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem generalResonanceInternalLanguageTheorem	One certificate packages exact model characterization, exact physical ResonanceSpec characterization, and general soundness over arbitrary carriers.
IC300-kripke-resonance-law-model	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	def KripkeResonanceLawModel	A lawful Kripke model requires every world valuation to be symmetric, unital, and type-compatible.
IC301-law-axioms-kripke-forced	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem kripke_forces_resonanceLawAxiom	Every resonance-law schema instance is forced at every world of every lawful Kripke model, including at all future worlds required by implication and negation.
IC302-general-resonance-kripke-entailment	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	def ResonanceLawKripkeEntails	General schema validity quantifies over all lawful same-universe Kripke models and all their worlds.
IC303-general-resonance-kripke-soundness	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem resonanceLawDerives_kripke_sound	Every finitary derivation from arbitrary instances of the infinite resonance-law schema is valid in every lawful Kripke model.
IC304-strong-completeness-countermodel-gate	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	theorem resonanceLawStrongCompleteness_iff_countermodels	Strong Kripke completeness is exactly equivalent to constructing a lawful Kripke countermodel for every formula not derivable from the schema.
IC305-general-resonance-kripke-capstone	checked	incidence-theory/IncidenceTheory/GeneralResonanceInternalLanguage.lean	structure ResonanceLawStrongCompleteness	The remaining completeness target is exposed as a typed property rather than being conflated with the now-proved Kripke soundness direction.
IC306-law-schema-finite-support	checked	incidence-theory/IncidenceTheory/ResonanceLawStrongCompleteness.lean	theorem resonanceLawDerivesFrom_finite_support	Finitely many schema-relative derivations can be consolidated into one finite list of resonance-law instances.
IC307-law-schema-deductive-closure	checked	incidence-theory/IncidenceTheory/ResonanceLawStrongCompleteness.lean	def resonanceLawDeductivelyClosedTheory	Derivability from the potentially infinite schema forms a genuine deductively closed theory.
IC308-law-schema-avoidance-prime-theory	checked	incidence-theory/IncidenceTheory/ResonanceLawStrongCompleteness.lean	noncomputable def resonanceLawAvoidancePrimeTheory	A recurrent formula schedule extends the full law schema to a prime theory while avoiding any formula not derivable from the schema.
